sale_price,square_feet,bedrooms,bathrooms,age_years,lot_size,garage_spaces,has_pool,neighborhood,quality_rating
423319.0,937.0,3,3,71.0,20004,2,0,Downtown,10
557403.0,2061.0,3,4,5.0,4961,2,1,Suburban,2
966561.0,4104.0,4,4,30.0,16159,2,0,Waterfront,3
600051.0,1718.0,3,3,0.0,20701,0,0,Suburban,5
494045.0,1119.0,5,4,0.0,17141,1,0,Rural,2
620449.0,2384.0,3,2,18.0,5352,0,0,Waterfront,7
630170.0,2454.0,1,1,50.0,18354,2,0,Rural,3
570248.0,3003.0,1,1,76.0,3699,2,0,Downtown,2
497786.0,1763.0,5,4,65.0,13571,0,0,Rural,3
921604.0,4042.0,1,4,54.0,11701,1,0,Downtown,10
699131.0,2499.0,5,3,66.0,12387,1,0,Suburban,10
583528.0,1666.0,2,1,14.0,12150,1,0,Rural,6
768479.0,4059.0,1,3,71.0,2145,1,0,Suburban,5
849429.0,,2,2,75.0,11917,0,1,Suburban,9
731525.0,2422.0,4,1,8.0,20703,1,1,Suburban,2
350067.0,738.0,3,1,39.0,10451,1,0,Rural,7
678456.0,2769.0,4,4,70.0,7176,2,0,Suburban,7
725360.0,2620.0,4,1,40.0,21893,2,0,Suburban,8
348323.0,1176.0,3,4,71.0,3529,2,0,Rural,3
648293.0,2900.0,4,3,,11468,0,0,Downtown,8
848908.0,3634.0,5,3,40.0,12008,2,0,Downtown,7
451655.0,1025.0,3,3,5.0,11297,1,0,Suburban,9
783147.0,3217.0,1,4,28.0,20395,1,1,Waterfront,2
502406.0,1148.0,3,3,18.0,10146,2,0,Downtown,7
941757.0,3308.0,5,1,40.0,21452,2,1,Downtown,9
436519.0,2137.0,2,2,49.0,2869,0,0,Downtown,3
446847.0,673.0,5,4,39.0,16545,1,1,Rural,8
875797.0,4080.0,3,2,16.0,13655,2,0,Downtown,1
447638.0,1239.0,4,3,25.0,6431,1,0,Suburban,8
641315.0,2765.0,2,2,57.0,6173,0,1,Waterfront,7
577977.0,1294.0,5,4,2.0,16253,1,1,Downtown,2
862846.0,3962.0,1,1,18.0,14570,2,0,Suburban,1
783498.0,3271.0,2,4,75.0,14028,0,0,Suburban,8
766783.0,3505.0,3,4,8.0,2542,2,0,Rural,3
601808.0,2183.0,3,3,35.0,13756,2,0,Suburban,5
704476.0,2309.0,3,1,17.0,21618,2,0,Suburban,1
764442.0,2901.0,1,4,8.0,1855,0,1,Downtown,10
786022.0,3435.0,2,2,35.0,11114,0,0,Rural,6
850980.0,3656.0,1,3,44.0,11634,1,0,Rural,10
334174.0,713.0,3,2,14.0,19883,1,0,Downtown,2
635354.0,3005.0,2,1,,7298,1,0,Suburban,3
484440.0,1037.0,3,3,11.0,11249,2,0,Rural,7
544224.0,1672.0,3,2,55.0,16202,2,0,Downtown,7
705036.0,3594.0,4,2,73.0,2736,0,0,Downtown,8
615898.0,1539.0,3,2,,17922,2,0,Suburban,10
899505.0,3478.0,4,2,27.0,18355,0,1,Suburban,9
665079.0,2293.0,3,3,29.0,16252,1,0,Downtown,2
524126.0,1475.0,4,4,30.0,14787,0,1,Suburban,4
677570.0,1836.0,4,2,20.0,16826,1,0,Downtown,10
735727.0,2534.0,2,1,4.0,17526,2,0,Suburban,6
837917.0,3366.0,2,1,,20019,1,0,Suburban,9
791240.0,2801.0,4,4,30.0,10277,2,0,Suburban,6
801634.0,3962.0,2,3,29.0,10849,0,0,Downtown,1
973590.0,3730.0,3,2,22.0,14577,1,0,Rural,5
705308.0,3324.0,1,1,78.0,5458,1,0,Downtown,9
784274.0,2791.0,3,3,51.0,19052,2,0,Rural,7
573752.0,1678.0,3,3,35.0,17295,2,0,Suburban,2
678232.0,2114.0,4,2,17.0,14436,1,0,Rural,3
400875.0,1072.0,3,4,,7683,0,0,Downtown,9
491246.0,1978.0,2,4,75.0,8627,1,0,Downtown,10
983360.0,3938.0,5,2,2.0,10416,0,0,Suburban,8
539109.0,2161.0,3,4,79.0,15081,1,0,Downtown,1
494045.0,1119.0,5,4,0.0,17141,1,0,Rural,2
560607.0,,4,2,27.0,15044,0,0,Downtown,4
380839.0,1061.0,5,4,64.0,3278,0,0,Downtown,10
412366.0,730.0,1,4,83.0,21253,1,1,Waterfront,7
692455.0,2747.0,2,1,83.0,21153,2,0,Downtown,6
604940.0,2279.0,2,3,77.0,13746,2,0,Rural,4
378113.0,856.0,5,4,72.0,8279,0,0,Suburban,10
966561.0,4104.0,4,4,30.0,16159,2,0,Waterfront,3
